Incident Address,Missed Count,Fines,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
1824 Jefferson St,2,200,37208,METRO,9208,21,1729764.45433797,669311.537412992
731 25Th Ave N,2,200,37208,METRO,9303,21,1728141.78165328,666028.724258527
4200 Lealand Ln,2,200,37204,RED RIVER,3302,25,1735026.34617542,643040.913332686
771 Greeley Dr,2,200,37205,RED RIVER,1305,23,1707880.2007755,653748.800663459
316 52Nd Ave N,2,200,37209,RED RIVER,1308,24,1717661.80174698,662484.000699988
4429 Enchanted Cir,2,200,37218,RED RIVER,3203,1,1715052.88237431,687346.033937056
1905 Lombardy Ave,2,200,37215,RED RIVER,4305,25,1730831.91123812,650968.237874828
2100 Aileen Dr,2,200,37013,RED RIVER,4502,28,1774610.59907362,636724.001089898
705 Ashwell Close,2,200,37013,RED RIVER,3503,33,1797063.97315398,633430.294871959
3608 Lipton Pl,2,200,37013,RED RIVER,3504,33,1787976.99939193,630764.800825765
177 Nashboro Greens,2,200,37217,RED RIVER,2505,29,1780188.69843807,641178.167818579
1009 Rodney Dr,2,200,37205,RED RIVER,1301,23,1700954.56528747,653096.000815263
1815 Lillian St,2,200,37206,METRO,9508,6,1750871.36338676,670158.401718105
2869 Mcgavock Pike,2,200,37214,RED RIVER,1501,15,1767108.16487131,683451.999867427
1500 Eastland Ave,2,200,37206,METRO,9503,6,1749399.36496427,674114.400932399
1826 Scovel St,2,200,37208,METRO,9208,21,1729566.49541771,669669.233561582
2412 Eastland Ave,2,200,37206,RED RIVER,1201,6,1755644.79805966,673402.000483418
2408 Merry St,2,200,37208,METRO,9303,21,1728622.83951961,665751.254879323
3606 Batavia St,2,200,37209,WASTE IND,3307,21,1723978.76939499,665667.201191725
4301 Elkins Ave,2,200,37209,,,24,1720961.41456098,662279.271816369
2216 Abbott Martin Rd,2,200,37215,RED RIVER,3304,25,1726035.68032746,646658.77515755
657 Brook Hollow Rd,2,200,37205,RED RIVER,1301,23,1706169.12891736,649859.297106775
204 Zenyatta Dr,2,200,37013,RED RIVER,3504,33,1787780.04172328,629906.643108685
2028 Williams Valley Dr,2,200,37115,RED RIVER,3414,8,1756641.38969511,705462.308576876
1330 2Nd Ave S,2,200,37210,WASTE IND,4409,17,1743731.03969795,658740.376332324
312 Wellington Ct,2,200,37115,RED RIVER,3212,8,1753427.37796062,696853.998383817
404 Westchester Dr,2,200,37115,RED RIVER,3214,8,1751862.79963569,702385.598911108
941 Bordeaux Pl,2,200,37207,RED RIVER,3205,2,1729270.43164842,685001.373754357
1719 Roger Ave,2,200,37207,RED RIVER,3202,2,1736012.129834,682161.09006678
214 19Th Ave N,2,200,37203,METRO,9208,21,1732527.40024302,664116.80066876
4316 Wallace Ln,2,200,37215,RED RIVER,3301,34,1721994.60134611,642772.801500651
926 11Th Ave N,2,200,37208,WASTE IND,3208,19,1733812.57594206,669256.783196938
3931 Clarksville Pike,2,200,37218,RED RIVER,4202,1,1720848.83836109,684235.663407606
1022 Hart Ln,2,200,37216,RED RIVER,2205,8,1751908.77868827,684683.180573311
5914 Charlotte Pike,2,200,37209,RED RIVER,4201S,20,1713177.80128206,662016.000658525
2777 Pennington Bend Rd,2,200,37214,RED RIVER,1501,15,1765374.31044813,686440.497680761
2819 Dunmore Dr,2,200,37214,RED RIVER,2502,15,1773703.92540303,663789.292671239
2424 Batavia St,2,200,37208,METRO,9303,21,1728359.88868025,666479.824491749
20 Academy Pl,2,200,37210,WASTE IND,4507,19,1742600.33528725,663763.301594004
331 Harrington Ave,2,200,37115,RED RIVER,3312,9,1759848.43224348,700956.343896779
621 Brook Hollow Rd,2,200,37205,RED RIVER,1301,23,1705936.20151654,648493.600985984
811 Channing Dr,2,200,37115,RED RIVER,3212,8,1749473.77371709,698160.758376469
6530 Currywood Dr,2,200,37205,RED RIVER,1301,23,1703707.40157952,648890.401352624
522 E Trinity Ln,2,200,37207,METRO,9206,5,1745710.59921916,682066.398575506
3900 Elkins Ave,2,200,37209,WASTE IND,3306,24,1722698.64744421,662536.020272314
323 Lawndale Dr,2,200,37217,RED RIVER,1402,16,1757524.99819918,652235.201084087
3803 Hydes Ferry Rd,2,200,37218,RED RIVER,4202,2,1719765.29772411,679282.176984047
3327 Ezell Rd,2,200,37211,RED RIVER,1405,28,1764670.60049306,636775.201456361
4170 Farmview Dr,2,200,37218,RED RIVER,3204,1,1723574.73104084,689918.504521489
1312 Joseph Ave,2,200,37207,METRO,9207,5,1740989.13282686,678656.901109168
1624 Arthur Ave,2,200,37208,WASTE IND,3207,21,1731955.28141832,672449.504855545
6423 Futura Dr,2,200,37209,RED RIVER,4203,20,1707957.00033581,665309.600023525
1707 Primrose Ave,2,200,37212,METRO,9402,18,1732896.91155637,651311.21602049
187 Townes Dr,2,200,37211,RED RIVER,4404,30,1763177.17440321,625839.467147955
4407 Granny White Pike,2,200,37204,RED RIVER,3302,25,1731809.0002335,643887.200479779
504 W Due West Ave,2,200,37115,RED RIVER,3212,8,1752543.1995742,698216.798785304
1644 Liberty Hill Dr,2,200,37115,RED RIVER,3414,8,1756901.79822176,705915.198821303
19 Heritage Glen Ct,2,200,37115,RED RIVER,3412,8,1757124.99818065,706120.809599227
3612 Mayflower Pl,2,200,37204,RED RIVER,4305,25,1737321.26986325,646629.677772334
183 Thompson Ln,2,200,37211,RED RIVER,4304,16,1750253.13575053,647581.698266697
1005 N 6Th St,2,200,37207,METRO,9203,5,1743883.83924561,676227.917116694
1203 N 7Th St,2,200,37207,METRO,9203,5,1744484.80106105,677613.915643453
1305 Caldwell Ave,2,200,37212,,,18,1735176.706069,656099.680082942
1813 Manchester Ave,2,200,37218,RED RIVER,4202,2,1721352.20147861,677747.998399241
916 W Greenwood Ave,2,200,37206,WASTE IND,2509,5,1746539.39810195,676995.199658482
1621 Liberty Hill Dr,2,200,37115,RED RIVER,3414,8,1757021.55384618,705773.008802029
516 Jasmin Dr,2,200,37211,RED RIVER,1403,26,1758545.74610355,640603.77533143
332 Cedarcliff Rd,2,200,37013,RED RIVER,4503,29,1784506.74181991,633273.694702959
3511 Park Ave,2,200,37209,WASTE IND,3306,24,1724349.89405967,662856.671835958
2937 Nautilus Dr,2,200,37217,RED RIVER,3501,29,1788711.00284694,637427.285676618
1641 Evelyn Ave,2,200,37216,METRO,9505,7,1755116.91179801,681417.846878293
2936 Nautilus Dr,2,200,37217,RED RIVER,3501,29,1788405.14213252,637318.495492301
912 Mcclurkin Ave,2,200,37206,,,5,1747330.65526411,678831.661150661
816 E Campbell Rd,2,200,37115,RED RIVER,3412,8,1753730.19918891,709643.79847853
493 Hogan Rd,2,200,37220,RED RIVER,2401,26,1744865.79811942,631160.000377082
2410 Albion St,2,200,37208,METRO,9303,21,1728449.16589781,667988.680223
431 Cotton Ln,2,200,37211,RED RIVER,2405,27,1754798.59797792,632554.401545812
4014 Graybar Ct,2,200,37215,RED RIVER,3305,25,1730172.78232834,648615.685108177
333 Cedarview Dr,2,200,37211,RED RIVER,4403,31,1759633.21882249,622632.214700875
524 Jasmin Dr,2,200,37211,RED RIVER,1403,26,1758545.13664541,640776.896944309
2722 Emery Dr,2,200,37214,RED RIVER,2502,15,1771365.29130064,664555.333044238
2749 Welshcrest Dr,2,200,37013,RED RIVER,4504,32,1777301.64284471,632334.124212671
2235 Cabin Hill Rd,2,200,37214,RED RIVER,1502,15,1765354.5997926,681601.59818593
25 Fairway Dr,2,200,37214,RED RIVER,1503,15,1767571.58170864,671531.947404523
696 Piccadilly Row,2,200,37013,RED RIVER,4502,28,1773568.64410102,637762.521590113
1611 Mcewen Ave,2,200,37206,METRO,9503,6,1750032.33587882,673532.103661973
701 Brent Glen Pl,2,200,37211,RED RIVER,3402,27,1748408.35474587,625431.123294087
713 Brent Glen Pl,2,200,37211,RED RIVER,3402,27,1748555.19448294,625648.113991292
620 Truxton Dr,2,200,37214,RED RIVER,2501,14,1778052.07103324,663691.108454749
3015 Ironwood Dr,2,200,37214,RED RIVER,2501,14,1775635.39988489,664804.801017226
2518 Alameda St,2,200,37208,METRO,9303,21,1727663.47426075,668215.9623599
2323 Crestmoor Rd,2,200,37215,RED RIVER,3305,25,1727072.512969,647713.102300196
3011 Harlin Dr,2,200,37211,METRO,9408,16,1747169.93461353,646323.296667037
4228 Sandstone Dr,2,200,37013,RED RIVER,4510,32,1786500.78844731,624298.870287404
457 Mcmurray Dr,2,200,37211,RED RIVER,3401,27,1755206.59811555,629522.401919859
469 Mcmurray Dr,2,200,37211,RED RIVER,3401,27,1755073.28918072,629275.710144519
3135 Mcgavock Pike,2,200,37214,RED RIVER,1502,15,1769557.79864964,676295.999539033
2924 Harbor Lights Dr,2,200,37217,RED RIVER,2505,29,1782823.9491451,641765.767958583
106 Two Rivers Ct,2,200,37214,,,15,1762688.51900575,673422.962432508
4800 Fairmeade Ct,2,200,37218,RED RIVER,3203,1,1722593.80096624,688743.998849168
2813 27Th Ave S,2,200,37212,,,18,1728898.70412597,653039.495026269
3805 Trimble Rd,2,200,37215,RED RIVER,3301,34,1720195.4016704,642128.001399552
507 Richmar Dr,2,200,37211,RED RIVER,2403,26,1745816.99902226,636340.800727846
2910 Elm Hill Pike,2,200,37214,RED RIVER,2502,14,1774385.79829941,660077.601285056
802 N 12Th St,2,200,37206,METRO,9503,6,1748169.79981588,674905.601397988
1403 Rosedale Ave,2,200,37207,METRO,9203,5,1745186.73335899,678964.101454505
1714 Heiman St,2,200,37208,RED RIVER,3206,21,1730604.880865,670236.426272315
2229 Whites Creek Pike,2,200,37207,WASTE IND,2206,2,1734247.12371464,684044.194066661
1911 Salem Mason Dr,2,200,37208,METRO,9205,21,1726410.39451052,674093.793159799
1564 Brick Dr,2,200,37207,,,3,1740545.81493665,701474.430263881
600 4Th Ave S,2,200,37210,WASTE IND,4507,19,1740380.19881794,663836.800457915
3206 Holland Ln,2,200,37218,RED RIVER,4204,1,1719973.80054808,673354.401456741
445 Mcmurray Dr,2,200,37211,RED RIVER,3401,27,1755554.59834933,629704.000467947
1808 Cedar Ln,2,200,37212,METRO,9402,18,1732541.00024761,652005.601821423
1500 Tremont St,2,200,37212,METRO,9407,19,1734670.31811993,660204.113185725
168 Carnavon Pkwy,2,200,37205,RED RIVER,1303,23,1702284.37173825,641268.381380218
5880 Edmondson Pike,2,200,37211,RED RIVER,2402,4,1748705.59719175,619127.424836293
6010 California Ave A,2,200,37209,METRO,9302,20,1714726.140969,668040.175101221
704 Wesleywood Dr,2,200,37205,RED RIVER,1305,23,1704743.52813539,651604.898808762
2007 26Th Ave N,2,200,37208,METRO,9205,21,1726691.83429332,674467.003845438
2318 Foster Ave,2,200,37210,WASTE IND,4406,16,1749120.05882985,651412.281091682
729 Park Cir,2,200,37205,METRO,9307,24,1725509.11368716,660973.786429226
4509 Beacon Dr,2,200,37215,RED RIVER,3301,34,1718607.52996213,640005.695374048
1824 Shackleford Rd B,2,200,37215,RED RIVER,3303,25,1729651.9144615,644921.314395437
2622 Wayland Ct,2,200,37215,RED RIVER,3301,34,1718539.53189562,638621.694041786
4004 Alameda St,2,200,37209,WASTE IND,3307,21,1722093.07328021,666119.400048583
811 Riverside Dr,2,200,37206,RED RIVER,1201,6,1754328.9990999,672556.000256253
3088 Buenaview Blvd,2,200,37218,RED RIVER,3204,1,1723406.97161737,690667.86820173
570 Green Ln,2,200,37189,RED RIVER,3201,3,1728371.35717085,693845.207611903
6329 Columbia Ave,2,200,37209,RED RIVER,4203,20,1711587.2398842,663001.22234979
307 Riverside Dr,2,200,37206,RED RIVER,1201,6,1754276.19989687,672148.801515671
751 Winthorne Dr,2,200,37217,RED RIVER,1402,16,1759825.72203649,651170.142438786
711 Robert Burns Dr,2,200,37217,RED RIVER,1402,16,1759171.75830652,651233.062989618
439 Hickory Glade Dr,2,200,37013,RED RIVER,3406,30,1760211.79159782,629773.458835621
1532 Bridgecrest Dr,2,200,37013,,,32,1776955.17916402,631096.254705376
2705 Bluefield Ave,2,200,37214,,,15,1771255.39898946,667922.40171963
1413 Napa Pt W,2,200,37013,RED RIVER,4405,31,1766363.94650292,620107.866516689
1265 Rural Hill Rd,2,200,37013,RED RIVER,4504,28,1777623.39880949,629717.600472534
1036 Regents Park Cir,2,200,37013,RED RIVER,4502,28,1771725.89622367,636376.21851951
626 Oakley Dr,2,200,37220,RED RIVER,2403,26,1742158.7337738,629417.69314281
4023 Nebraska Ave,2,200,37209,WASTE IND,2308,24,1721994.23111281,659755.014804743
3704 Anderson Rd,2,200,37217,RED RIVER,3501,29,1789624.23764763,641396.626489147
2911 Scott Ave,2,200,37216,METRO,9502,7,1752290.30515444,681209.47071534
208 Apollo Cir,2,200,37013,RED RIVER,4501,28,1771246.69245371,632802.231107073
917 W Eastland Ave,2,200,37206,METRO,9504,5,1745300.99826622,674999.200614778
713 Canoe Ridge Point,2,200,37013,RED RIVER,4405,31,1767893.50872408,619723.405685712
1401 Napa Pt W,2,200,37013,RED RIVER,4405,31,1766547.77906893,620069.051197325
440 37Th Ave N,2,200,37209,WASTE IND,3306,24,1723881.57979784,664038.232441944
1112 Wade Ave,2,200,37203,METRO,9401,17,1735948.03192208,657457.929340744
1406 Beechwood Ave,2,200,37212,METRO,9403,18,1734742.82179636,653447.091497234
682 Hill Rd,2,200,37027,RED RIVER,2401,26,1743295.47941718,625698.992045871
1201 Littonwood Dr,2,200,37216,RED RIVER,2203,7,1756039.39804726,690363.798377063
3913 Drakes Branch Rd,2,200,37218,RED RIVER,3203,1,1715466.60112291,683764.79833361
817 Riverside Dr,2,200,37206,RED RIVER,1201,6,1754363.39980988,672808.800457922
2124 Cliff Dr,2,200,37218,RED RIVER,4204,2,1724696.69378911,678757.134944204
603 Morrow Rd,2,200,37209,RED RIVER,4201,20,1716759.32955843,663925.500396246
2400 Booker St,2,200,37208,METRO,9303,21,1728740.43346729,666184.801781372
811 Stockell St,2,200,37207,METRO,9207,5,1741400.33277892,674864.902607721
2001 Sevier St,2,200,37206,METRO,9508,6,1751319.53436191,667906.502114158
342 Lynn Dr,2,200,37211,RED RIVER,4302,26,1748098.76404412,637177.099221736
1113 N 6Th St,2,200,37207,METRO,9203,5,1744041.79970384,677230.398806637
5211 Park Ave,2,200,37209,RED RIVER,1308,24,1717283.43351226,662573.986704443
401 Josephine Ct,2,200,37013,RED RIVER,4404,31,1765230.59893599,626293.600947151
742 May Dr,2,200,37115,RED RIVER,3514,9,1763164.39949032,708762.598123094
2303 Lebanon Pike,2,200,37214,RED RIVER,1503,15,1766021.79943567,668609.600671057
4414 Saunders Ave,2,200,37216,RED RIVER,2204,8,1752720.19948841,691890.997961023
223 Capitol View Ave,2,200,37207,RED RIVER,2201,8,1745124.41982749,687451.879687876
4776 Apollo Dr,2,200,37013,RED RIVER,4501,28,1771324.16507049,633462.401256226
2511 Lakevilla Dr,2,200,37217,RED RIVER,4502,29,1778601.17793013,636324.950423673
1118 Saunders Ave,2,200,37115,RED RIVER,3214,8,1753250.99937646,698547.999362611
604 Troy Ct,2,200,37207,WASTE IND,2206,2,1734057.53234652,686690.572287183
2792 Old Matthews Rd,2,200,37207,WASTE IND,2206,2,1734336.20085315,686763.998064897
2401 Seifried St,2,200,37208,METRO,9205,21,1727605.7993977,673995.200508914
2117 Skyglen Trace,2,200,37013,RED RIVER,4505,31,1767503.17296023,617850.493312363
4686 Clarksville Pike,2,200,37218,RED RIVER,3201,1,1723407.54941474,696631.548374256
2002 Ashwood Ave,2,200,37212,METRO,9308,18,1731941.20700005,654701.440123452
102 Gilman Ave,2,200,37205,RED RIVER,1302,34,1710350.2607968,642755.964247773
2176 Golf Club Ln,2,200,37215,RED RIVER,2305S,25,1728676.25015889,650788.812003161
199 Castaway Ct,2,200,37217,RED RIVER,3501,29,1789807.78558672,644249.694520183
613 May Dr,2,200,37115,RED RIVER,3514,9,1763343.39992899,707808.399401699
209 Nix Dr,2,200,37115,RED RIVER,3514,9,1763975.97515455,705115.245795703
5412 Eulala Dr,2,200,37211,RED RIVER,3403,31,1760800.19907114,625788.801940853
3377 Mimosa Dr,2,200,37211,RED RIVER,1404,16,1755493.7990272,642664.001463952
453 Manley Dr,2,200,37220,RED RIVER,2401,26,1746728.19932961,630502.401668435
5933 Woodland Hills Dr,2,200,37211,RED RIVER,4402,4,1751738.59892451,620071.200128648
4864 Payne Rd,2,200,37013,RED RIVER,4505,28,1770205.76485434,629932.802722126
417 Arrowwood Dr,2,200,37211,RED RIVER,2401,26,1744476.16447337,632852.801159634
1907 26Th Ave N,2,200,37208,METRO,9205,21,1726670.76945582,674247.668319239
522 Ben Allen Rd,2,200,37216,RED RIVER,2201,8,1748853.76386231,687790.599932907
232 Flora Maxwell Rd,2,200,37211,RED RIVER,2405,30,1756122.65375802,634651.467899318
3605 Colewood Dr,2,200,37215,RED RIVER,3301,34,1722341.87141814,643294.570336623
820 Belton Dr,2,200,37205,RED RIVER,1305,23,1704797.00078308,653167.200118087
5104 Elkins Ave,2,200,37209,,,24,1717696.80202068,662331.20099764
601 Betty Lou Dr,2,200,37115,RED RIVER,3512,9,1762435.61100064,709364.702560149
750 S 5Th St,2,200,37206,,,6,1743761.79949299,667573.600088809
842 E Meade Ave,2,200,37115,RED RIVER,3312,7,1757557.19853013,699541.599115774
2520 Batavia St,2,200,37208,METRO,9303,21,1727649.35186402,666504.156515504
5706 Tennessee Ave,2,200,37209,METRO,9302,20,1715355.66529538,666344.996130999
4024 Woodmont Blvd A,2,200,37205,RED RIVER,2303,24,1720284.71855449,650522.759522805
1114 Wade Ave,2,200,37203,METRO,9401,17,1735914.34375311,657424.448839711
105 Robin Springs Rd,2,200,37220,RED RIVER,3302S,34,1732461.21078377,639412.100468902
634 Woodett Dr,2,200,37211,RED RIVER,3401,27,1751223.4193531,627011.712057993
3878 Priest Lake Dr,2,200,37217,RED RIVER,3501,29,1789529.98612328,644515.566557175
1607 Fatherland St,2,200,37206,METRO,9506,6,1749584.19831421,670662.399966716
308 Milliken Bend Rd,2,200,37115,RED RIVER,3312,7,1758436.74860129,697652.019662746
110 Aileen Ct,2,200,37013,RED RIVER,4502,28,1775195.74951107,637083.988640395
106 Aileen Ct,2,200,37013,RED RIVER,4502,28,1775088.76003805,637039.996889779
803 Bixler Ave,2,200,37115,RED RIVER,3512,9,1760676.99961157,706294.400113186
405 Toney Rd,2,200,37207,WASTE IND,2206,2,1734438.73456924,684091.303088952
1229 Lischey Ave,2,200,37207,METRO,9202,5,1743352.79969011,678139.668847717
2513 Herman St,2,200,37208,METRO,9303,21,1727724.78996966,666691.490688128
4015 Murray Pl,2,200,37216,RED RIVER,2205,7,1757386.59989846,685773.799796949
3804 Abbott Martin Rd,2,200,37215,RED RIVER,2303,25,1720700.68542565,647729.139174566
4616 Granny White Pike,2,200,37220,RED RIVER,3302,34,1731170.5798905,639308.692574791
2134 Bransford Ave,2,200,37204,METRO,9406,17,1741845.96293498,654963.564338876
817 Ilawood Ct,2,200,37211,RED RIVER,4403,31,1759292.19937726,622196.000496171
314 Melpar Dr,2,200,37211,RED RIVER,3403,30,1760600.99946954,631108.800010619
213 Burlington Pl,2,200,37215,RED RIVER,3304S,25,1722685.91223479,648212.128797431
631 E Trinity Ln,2,200,37207,,,5,1746384.75231997,682160.779101304
5101 Raywood Ln,2,200,37211,RED RIVER,3403,27,1757269.08881698,628852.526531337
214 Pepper Ridge Cir,2,200,37013,RED RIVER,4506,28,1771816.00095362,634987.092719939
2617 Lishwood Dr,2,200,37214,RED RIVER,1501,15,1766020.39847491,686871.798828743
4813 Irving Ln,2,200,37214,RED RIVER,1501,15,1764398.58457125,692460.067031194
4100 Longfellow Dr,2,200,37214,RED RIVER,1501,15,1763930.29958862,692832.989723549
1008 Esturbridge Ct,2,200,37013,RED RIVER,3502,33,1792935.39920208,636512.430292504
305 Nashboro Greens Way,2,200,37217,RED RIVER,2505,29,1780057.02989373,641316.265348064
804 Powers Ave,2,200,37206,RED RIVER,1202,6,1753180.72971796,674917.054450011
614 Woodett Dr,2,200,37211,RED RIVER,3401,27,1752022.57446043,626953.196222746
659 Roosevelt Ave,2,200,37115,RED RIVER,3514,9,1763814.1999132,705649.168642816
110 Bonnie Briar Ln,2,200,37212,METRO,9403,18,1731339.68166125,652949.12273036
4951 Karen Ray Dr,2,200,37013,RED RIVER,3404,30,1765493.61371272,629028.544542366
1703 Hillside Ave,2,200,37203,WASTE IND,2408,17,1737010.10209206,657464.973463987
418 Patterson St,2,200,37211,METRO,9408,16,1748954.99079369,645004.996069428
628 W Old Hickory Blvd,2,200,37115,RED RIVER,3412,8,1753602.98084654,703838.480967496
1910 Wild Oaks Ct,2,200,37013,RED RIVER,4504,32,1778363.044745,624935.322007978
4547 Artelia Dr,2,200,37013,RED RIVER,4505,28,1768844.71556319,634556.706891658
432 Cedarview Dr,2,200,37211,RED RIVER,4403,31,1760268.12513542,622891.190423624
1616 7Th Ave N,2,200,37208,WASTE IND,3207,19,1734109.00213452,673413.107000088
203 Bowling Ave B,2,200,37205,RED RIVER,2304S,24,1724644.33141524,655960.899036375
2102 Hermosa St,2,200,37208,METRO,9303,21,1729582.2331015,667262.002490125
2204 24Th Ave N,2,200,37208,METRO,9205,2,1727910.73193781,676300.901731412
3315 John Mallette Dr,2,200,37218,RED RIVER,4202,2,1722213.08649897,678181.165974177
1304 S Graycroft Ave,2,200,37115,RED RIVER,3212,8,1751491.19875377,696848.198643755
5600 Clovermeade Dr,2,200,37027,RED RIVER,4401,4,1743818.59776619,619273.6003252
200 Delaware Ave,2,200,37115,RED RIVER,3414,9,1760975.39831545,703674.399695025
139 Harrington Ave,2,200,37115,RED RIVER,3312,9,1758705.14735326,701104.907077983
1910 Truett Ave,2,200,37206,METRO,9503,6,1751745.93319289,673543.055798922
4105 Philhall Pkwy,2,200,37013,RED RIVER,3502,33,1792615.39839576,636704.001781537
423 Wanda Dr,2,200,37214,RED RIVER,2503,15,1764599.86563111,664632.586247979
320 Myatt Dr,2,200,37115,RED RIVER,3514,9,1765074.59958176,706019.198390793
118 Nashboro Greens,2,200,37217,RED RIVER,2505,29,1779075.36403082,641090.95009674
129 Nashboro Greens,2,200,37217,RED RIVER,2505,29,1779273.70880891,641078.109935272
306 Rural Hill Ct,2,200,37217,RED RIVER,4503,29,1780267.39958494,635495.200209822
131 S 11Th St,2,200,37206,METRO,9506,6,1747182.33025538,671357.98687383
